SID,name,basin,season,time,time_naive,lat,lon,wind_knots,pres_hpa,era5_msl_hpa,era5_sst_c,era5_u10,era5_v10,era5_wind10_ms
2018362S13147,PENNY,SP,2019,2019-01-01 00:00:00+00:00,2019-01-01 00:00:00,-12.7,141.1,45.0,993.0,993.4134,30.179186,3.3853858,-6.169831,7.391172
2018362S13147,PENNY,SP,2019,2019-01-01 21:00:00+00:00,2019-01-01 21:00:00,-12.8635,144.192,35.0,995.0,996.8833,28.829124,-9.624724,4.3156295,10.823935
2018362S13147,PENNY,SP,2019,2019-01-02 00:00:00+00:00,2019-01-02 00:00:00,-12.83,144.795,40.0,995.0,997.46814,28.979794,-3.836649,8.674401,9.627044
2018362S13147,PENNY,SP,2019,2019-01-02 03:00:00+00:00,2019-01-02 03:00:00,-12.8944,145.381,40.0,994.0,997.4293,29.181747,4.410073,10.244809,11.2561655
2018362S13147,PENNY,SP,2019,2019-01-02 06:00:00+00:00,2019-01-02 06:00:00,-13.0,146.05,40.0,994.0,997.2561,29.406452,7.542395,10.799356,13.175702
2018362S13147,PENNY,SP,2019,2019-01-02 09:00:00+00:00,2019-01-02 09:00:00,-13.0935,146.822,42.0,993.0,997.8363,29.158653,8.910045,12.939229,15.93991
2018362S13147,PENNY,SP,2019,2019-01-02 12:00:00+00:00,2019-01-02 12:00:00,-13.2,147.75,45.0,992.0,995.37683,29.13692,5.8935394,8.180145,10.235083
2018362S13147,PENNY,SP,2019,2019-01-02 15:00:00+00:00,2019-01-02 15:00:00,-13.2691,148.822,45.0,992.0,992.3246,29.074825,8.918365,3.1484337,10.084304
2018362S13147,PENNY,SP,2019,2019-01-02 18:00:00+00:00,2019-01-02 18:00:00,-13.45,150.05,45.0,992.0,990.9081,29.298756,9.865576,0.34395263,10.236445
2018362S13147,PENNY,SP,2019,2019-01-02 21:00:00+00:00,2019-01-02 21:00:00,-13.8439,151.41,45.0,993.0,992.66394,29.442244,8.427136,-2.6303914,9.48245
2018362S13147,PENNY,SP,2019,2019-01-02 22:00:00+00:00,2019-01-02 22:00:00,-14.0515,151.73,45.0,994.0,993.1051,29.072006,5.9846406,-3.8855247,7.4241586
2018362S13147,PENNY,SP,2019,2019-01-02 23:00:00+00:00,2019-01-02 23:00:00,-14.1593,152.004,45.0,994.0,993.5721,29.114191,10.349651,-2.263139,10.615073
2018362S13147,PENNY,SP,2019,2019-01-03 00:00:00+00:00,2019-01-03 00:00:00,-14.265,152.265,45.0,995.0,993.6411,29.146023,12.610499,-2.0380418,12.814862
2018362S13147,PENNY,SP,2019,2019-01-03 03:00:00+00:00,2019-01-03 03:00:00,-14.6359,153.141,45.0,993.0,991.7589,28.610174,10.905062,-6.465184,12.988185
2018362S13147,PENNY,SP,2019,2019-01-03 04:30:00+00:00,2019-01-03 04:30:00,-14.834,153.402,45.0,992.0,990.0509,28.536882,11.7080145,-2.4485722,12.266774
2018362S13147,PENNY,SP,2019,2019-01-03 06:00:00+00:00,2019-01-03 06:00:00,-14.9,153.65,45.0,992.0,989.7638,28.506666,12.260761,-3.0557733,12.950096
2018362S13147,PENNY,SP,2019,2019-01-03 07:30:00+00:00,2019-01-03 07:30:00,-14.9571,153.956,46.0,991.0,990.8633,28.417227,14.149186,-6.421273,15.663918
2018362S13147,PENNY,SP,2019,2019-01-03 09:00:00+00:00,2019-01-03 09:00:00,-15.1574,154.301,47.0,991.0,990.77277,28.312828,11.491211,-10.986127,15.975029
2018362S13147,PENNY,SP,2019,2019-01-03 12:00:00+00:00,2019-01-03 12:00:00,-15.35,154.65,50.0,990.0,990.95575,28.21858,8.547399,-11.352825,14.678471
2018362S13147,PENNY,SP,2019,2019-01-03 15:00:00+00:00,2019-01-03 15:00:00,-15.5537,155.201,52.0,988.0,987.3249,28.13708,1.746826,-15.970801,16.355312
2018362S13147,PENNY,SP,2019,2019-01-03 18:00:00+00:00,2019-01-03 18:00:00,-15.7,155.45,55.0,987.0,985.63306,28.120924,2.0029304,-16.406649,16.963099
2018362S13147,PENNY,SP,2019,2019-01-03 21:00:00+00:00,2019-01-03 21:00:00,-15.84,155.673,55.0,987.0,988.7181,28.088713,4.160175,-17.01153,18.04735
2018362S13147,PENNY,SP,2019,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00,-15.95,155.85,55.0,987.0,992.5097,28.029478,-2.5786805,-15.501739,15.97501
2018362S13147,PENNY,SP,2019,2019-01-04 03:00:00+00:00,2019-01-04 03:00:00,-16.0075,155.944,52.0,988.0,991.60376,28.037416,-2.004126,-15.371101,15.556634
2018362S13147,PENNY,SP,2019,2019-01-04 06:00:00+00:00,2019-01-04 06:00:00,-16.0,156.0,50.0,990.0,990.6175,28.069244,-0.24645996,-14.442917,14.44502
2018362S13147,PENNY,SP,2019,2019-01-04 09:00:00+00:00,2019-01-04 09:00:00,-16.0325,155.983,47.0,991.0,992.9142,28.047531,-0.10728251,-13.016304,13.184608
2018362S13147,PENNY,SP,2019,2019-01-04 12:00:00+00:00,2019-01-04 12:00:00,-16.1,155.9,45.0,992.0,993.5101,27.9844,-8.913954,-9.394391,13.218762
2018362S13147,PENNY,SP,2019,2019-01-04 15:00:00+00:00,2019-01-04 15:00:00,-16.0075,155.821,45.0,992.0,990.81854,27.974262,-4.447229,-6.168134,7.6905184
2018362S13147,PENNY,SP,2019,2019-01-04 18:00:00+00:00,2019-01-04 18:00:00,-15.9,155.75,45.0,992.0,989.7814,28.016315,1.4479675,-3.9389892,5.5690393
2018362S13147,PENNY,SP,2019,2019-01-04 21:00:00+00:00,2019-01-04 21:00:00,-15.8175,155.739,42.0,992.0,992.0414,28.076717,3.297692,-4.5424,6.5959654
2018362S13147,PENNY,SP,2019,2019-01-05 00:00:00+00:00,2019-01-05 00:00:00,-15.75,155.7,40.0,993.0,992.44824,27.66441,3.0879822,-2.7706695,4.808978
2018362S13147,PENNY,SP,2019,2019-01-05 03:00:00+00:00,2019-01-05 03:00:00,-15.7175,155.796,40.0,993.0,991.7295,27.683382,4.912925,-0.2754701,5.4339695
2018362S13147,PENNY,SP,2019,2019-01-05 06:00:00+00:00,2019-01-05 06:00:00,-15.75,155.95,40.0,993.0,991.8007,27.664215,7.4747252,-7.745276,10.860464
2018362S13147,PENNY,SP,2019,2019-01-05 09:00:00+00:00,2019-01-05 09:00:00,-15.8025,156.086,40.0,993.0,993.8504,27.665436,6.3149915,-10.750398,12.66276
2018362S13147,PENNY,SP,2019,2019-01-05 12:00:00+00:00,2019-01-05 12:00:00,-15.9,156.1,40.0,994.0,995.96936,27.635544,1.9452747,-11.626138,12.160698
2018362S13147,PENNY,SP,2019,2019-01-05 15:00:00+00:00,2019-01-05 15:00:00,-16.1349,156.062,42.0,993.0,994.6192,27.556107,1.9999382,-9.39768,10.082323
2018362S13147,PENNY,SP,2019,2019-01-05 18:00:00+00:00,2019-01-05 18:00:00,-16.35,155.95,45.0,992.0,994.8559,27.532965,0.85569155,-10.007537,10.354588
2018362S13147,PENNY,SP,2019,2019-01-05 21:00:00+00:00,2019-01-05 21:00:00,-16.5977,155.733,45.0,992.0,997.3402,27.627327,-1.1317719,-8.413918,8.9288225
2018362S13147,PENNY,SP,2019,2019-01-06 00:00:00+00:00,2019-01-06 00:00:00,-16.95,155.15,45.0,992.0,998.1559,27.24854,-5.1049547,-1.8748425,6.0184903
2018362S13147,PENNY,SP,2019,2019-01-06 03:00:00+00:00,2019-01-06 03:00:00,-17.0187,154.902,42.0,993.0,996.8111,27.27226,-7.0399895,-1.4584099,7.3176556
2018362S13147,PENNY,SP,2019,2019-01-06 06:00:00+00:00,2019-01-06 06:00:00,-17.0,154.65,40.0,995.0,996.5,27.439167,-8.533801,1.2402222,8.743642
2018362S13147,PENNY,SP,2019,2019-01-06 09:00:00+00:00,2019-01-06 09:00:00,-16.9312,154.632,37.0,995.0,998.2459,27.43192,-8.650144,-0.7187424,8.800318
2018362S13147,PENNY,SP,2019,2019-01-06 12:00:00+00:00,2019-01-06 12:00:00,-17.0,154.55,35.0,996.0,1000.38837,27.533697,-5.1661224,-1.1974732,5.4557734
2018362S13147,PENNY,SP,2019,2019-01-06 15:00:00+00:00,2019-01-06 15:00:00,-17.2099,154.398,35.0,996.0,998.5507,27.688318,-4.9834094,-1.9914885,5.588301
2018362S13147,PENNY,SP,2019,2019-01-06 18:00:00+00:00,2019-01-06 18:00:00,-17.5,154.1,35.0,996.0,998.4564,27.714947,-6.320163,-4.010727,7.514894
2018362S13147,PENNY,SP,2019,2019-01-06 21:00:00+00:00,2019-01-06 21:00:00,-17.698,153.662,35.0,995.0,1000.41943,27.464687,-6.274792,-0.5199985,6.5669055
2018362S13147,PENNY,SP,2019,2019-01-07 00:00:00+00:00,2019-01-07 00:00:00,-17.85,153.2,35.0,995.0,1000.48956,27.23359,-1.9714191,1.1646985,2.8280525
2018362S13147,PENNY,SP,2019,2019-01-07 03:00:00+00:00,2019-01-07 03:00:00,-18.0036,152.852,37.0,993.0,999.3848,27.209764,0.1889471,-2.627397,2.7292144
2018362S13147,PENNY,SP,2019,2019-01-07 06:00:00+00:00,2019-01-07 06:00:00,-18.15,152.55,40.0,992.0,997.8752,27.131832,3.5946186,-2.9472413,5.1440496
2018362S13147,PENNY,SP,2019,2019-01-07 09:00:00+00:00,2019-01-07 09:00:00,-18.2924,152.25,37.0,994.0,999.4297,27.032745,3.7391791,-0.4497172,4.344454
2018362S13147,PENNY,SP,2019,2019-01-07 12:00:00+00:00,2019-01-07 12:00:00,-18.45,151.95,35.0,996.0,1001.4277,26.975933,4.8262024,-0.41877198,5.0053453
2018362S13147,PENNY,SP,2019,2019-01-07 15:00:00+00:00,2019-01-07 15:00:00,-18.6388,151.617,35.0,998.0,1000.29297,26.984644,0.23777656,-5.2882533,5.90852
2018362S13147,PENNY,SP,2019,2019-01-07 18:00:00+00:00,2019-01-07 18:00:00,-18.85,151.3,35.0,1000.0,999.871,26.933434,-1.917705,-9.828945,10.181762
2018362S13147,PENNY,SP,2019,2019-01-07 21:00:00+00:00,2019-01-07 21:00:00,-19.0636,151.054,32.0,1001.0,1000.924,26.77538,-4.1903467,-11.288921,12.230316
2018362S13147,PENNY,SP,2019,2019-01-08 00:00:00+00:00,2019-01-08 00:00:00,-19.3,150.8,30.0,1002.0,1000.4993,27.052193,2.1735053,-8.269558,9.019347
2018362S13147,PENNY,SP,2019,2019-01-08 03:00:00+00:00,2019-01-08 03:00:00,-19.6089,150.443,27.0,1002.0,999.8309,27.145676,1.3100972,-0.22385962,3.6417742
2018362S13147,PENNY,SP,2019,2019-01-08 06:00:00+00:00,2019-01-08 06:00:00,-19.85,150.1,25.0,1003.0,999.5042,27.39485,3.8086853,6.3817887,7.7733865
2018362S13147,PENNY,SP,2019,2019-01-08 09:00:00+00:00,2019-01-08 09:00:00,-19.8855,149.888,25.0,1003.0,1001.0088,27.515839,-0.54953057,5.738831,6.333689
2018362S13147,PENNY,SP,2019,2019-01-08 12:00:00+00:00,2019-01-08 12:00:00,-19.85,149.7,25.0,1004.0,1002.5282,27.56356,-2.3810754,0.53682554,3.0750823
2018362S13147,PENNY,SP,2019,2019-01-08 15:00:00+00:00,2019-01-08 15:00:00,-19.8818,149.45,25.0,1004.0,1001.38025,27.612131,-1.3757925,-1.8812766,3.558136
2018362S13147,PENNY,SP,2019,2019-01-08 18:00:00+00:00,2019-01-08 18:00:00,-19.9357,149.137,25.0,1004.0,1001.53076,27.64518,-1.0085832,-4.0155888,4.9639
2018362S13147,PENNY,SP,2019,2019-01-08 21:00:00+00:00,2019-01-08 21:00:00,-19.968,148.797,25.0,1004.0,1004.10223,27.602179,0.32156298,-4.840092,5.0181127
2018362S13147,PENNY,SP,2019,2019-01-09 00:00:00+00:00,2019-01-09 00:00:00,-20.0,148.5,25.0,1005.0,1004.23627,27.67569,-2.0774384,0.5333252,2.1448045
2018365N08115,PABUK,WP,2018,2019-01-01 00:00:00+00:00,2019-01-01 00:00:00,6.625,110.8,35.0,1001.0,1006.0924,28.075397,-5.9059815,0.6043488,6.023524
2018365N08115,PABUK,WP,2018,2019-01-01 03:00:00+00:00,2019-01-01 03:00:00,6.41004,110.497,35.0,1000.0,1006.5781,27.819353,-5.409474,-0.5234666,5.4503064
2018365N08115,PABUK,WP,2018,2019-01-01 06:00:00+00:00,2019-01-01 06:00:00,6.225,110.175,35.0,1000.0,1003.99084,27.676804,-4.2557573,-2.3101869,5.0956793
2018365N08115,PABUK,WP,2018,2019-01-01 09:00:00+00:00,2019-01-01 09:00:00,6.07934,109.951,35.0,1000.0,1003.03156,27.636326,-4.352179,-2.362814,5.2228227
2018365N08115,PABUK,WP,2018,2019-01-01 12:00:00+00:00,2019-01-01 12:00:00,5.975,109.75,35.0,1000.0,1004.21625,27.618855,-7.017288,-3.0686798,7.6744156
2018365N08115,PABUK,WP,2018,2019-01-01 15:00:00+00:00,2019-01-01 15:00:00,5.88998,109.529,35.0,1000.0,1004.6468,27.565716,-7.7538815,1.5762849,7.975735
2018365N08115,PABUK,WP,2018,2019-01-01 18:00:00+00:00,2019-01-01 18:00:00,5.85,109.275,35.0,1001.0,1003.2844,27.479792,-5.1786866,1.4189075,5.44264
2018365N08115,PABUK,WP,2018,2019-01-01 21:00:00+00:00,2019-01-01 21:00:00,5.84687,108.969,35.0,1001.0,1001.8269,27.334494,-2.9364488,0.5146654,3.120083
2018365N08115,PABUK,WP,2018,2019-01-02 00:00:00+00:00,2019-01-02 00:00:00,5.9,108.625,35.0,1001.0,1003.6085,27.045904,-3.7774901,-1.5835632,4.230427
2018365N08115,PABUK,WP,2018,2019-01-02 03:00:00+00:00,2019-01-02 03:00:00,6.02495,108.283,35.0,1001.0,1004.48694,26.772984,-4.4145336,-2.302493,5.144726
2018365N08115,PABUK,WP,2018,2019-01-02 06:00:00+00:00,2019-01-02 06:00:00,6.15,107.9,35.0,1001.0,1001.98724,26.539421,-4.8215113,-0.82736266,5.111795
2018365N08115,PABUK,WP,2018,2019-01-02 09:00:00+00:00,2019-01-02 09:00:00,6.20308,107.466,37.0,1000.0,1000.6563,26.600489,-7.2582135,2.154354,7.6177244
2018365N08115,PABUK,WP,2018,2019-01-02 12:00:00+00:00,2019-01-02 12:00:00,6.2,106.975,40.0,999.0,1003.59247,26.90239,-8.181226,-1.3559875,8.344505
2018365N08115,PABUK,WP,2018,2019-01-02 15:00:00+00:00,2019-01-02 15:00:00,6.14504,106.419,40.0,999.0,1004.4336,27.402376,-10.275293,-0.5442422,10.32764
2018365N08115,PABUK,WP,2018,2019-01-02 18:00:00+00:00,2019-01-02 18:00:00,6.075,105.875,40.0,999.0,1002.9815,27.703766,-7.315234,0.74559325,7.4093823
2018365N08115,PABUK,WP,2018,2019-01-02 21:00:00+00:00,2019-01-02 21:00:00,6.02744,105.418,40.0,999.0,1001.3404,27.743309,-5.264842,-0.16845913,5.4475455
2018365N08115,PABUK,WP,2018,2019-01-03 00:00:00+00:00,2019-01-03 00:00:00,6.025,105.025,40.0,1000.0,1003.34485,27.7736,-7.493877,-3.6056597,8.372053
2018365N08115,PABUK,WP,2018,2019-01-03 03:00:00+00:00,2019-01-03 03:00:00,6.08057,104.686,40.0,1000.0,1005.1325,27.737064,-4.865934,-2.066708,5.469516
2018365N08115,PABUK,WP,2018,2019-01-03 06:00:00+00:00,2019-01-03 06:00:00,6.2,104.35,40.0,1000.0,1002.93176,27.801159,-0.86478513,1.740047,4.506772
2018365N08115,PABUK,WP,2018,2019-01-03 09:00:00+00:00,2019-01-03 09:00:00,6.35186,103.952,40.0,1000.0,1001.2591,27.988033,6.3634577,1.218924,8.383009
2018365N08115,PABUK,WP,2018,2019-01-03 12:00:00+00:00,2019-01-03 12:00:00,6.575,103.525,40.0,1000.0,1001.6105,28.01487,6.6009145,-1.9682648,8.872453
2018365N08115,PABUK,WP,2018,2019-01-03 15:00:00+00:00,2019-01-03 15:00:00,6.87931,103.102,42.0,999.0,1004.48834,27.995249,8.527862,-2.9116287,9.367979
2018365N08115,PABUK,WP,2018,2019-01-03 18:00:00+00:00,2019-01-03 18:00:00,7.225,102.65,45.0,998.0,1003.9224,28.224712,10.366446,-0.29891357,10.463376
2018365N08115,PABUK,WP,2018,2019-01-03 21:00:00+00:00,2019-01-03 21:00:00,7.57437,102.143,47.0,997.0,1003.1611,28.307194,5.26201,0.79644734,9.080495
2018365N08115,PABUK,WP,2018,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00,7.875,101.625,50.0,996.0,1000.3325,28.03653,-2.2184753,-7.837784,11.372339
2018365N08115,PABUK,WP,2018,2019-01-04 03:00:00+00:00,2019-01-04 03:00:00,8.0787,101.137,50.0,996.0,1002.7152,28.128448,-4.088762,-8.901391,11.38883
2018365N08115,PABUK,WP,2018,2019-01-04 06:00:00+00:00,2019-01-04 06:00:00,8.2,100.675,50.0,996.0,1003.7285,28.305885,-4.225171,-4.1664324,8.413094
2018365N08115,PABUK,NI,2018,2019-01-05 03:00:00+00:00,2019-01-05 03:00:00,9.05163,98.2366,30.0,1005.0,1009.78265,28.639307,-2.7704906,-2.640386,3.8494043
2018365N08115,PABUK,NI,2018,2019-01-05 06:00:00+00:00,2019-01-05 06:00:00,9.26667,97.9667,30.0,1005.0,1008.0038,28.61407,-4.467381,0.91126984,4.6847725
2018365N08115,PABUK,NI,2018,2019-01-05 09:00:00+00:00,2019-01-05 09:00:00,9.5091,97.6949,27.0,1006.0,1005.8599,28.678799,-4.775644,5.892973,7.6683273
2018365N08115,PABUK,NI,2018,2019-01-05 12:00:00+00:00,2019-01-05 12:00:00,9.8,97.3667,25.0,1007.0,1007.65393,28.827604,-6.0061927,4.9952946,7.9348836
2018365N08115,PABUK,NI,2018,2019-01-05 15:00:00+00:00,2019-01-05 15:00:00,10.1009,96.9085,27.0,1005.0,1008.7969,28.88275,-5.434488,7.333937,9.257073
2018365N08115,PABUK,NI,2018,2019-01-05 18:00:00+00:00,2019-01-05 18:00:00,10.3667,96.4,30.0,1004.0,1008.296,28.686821,-4.2239165,8.6586,9.67682
2018365N08115,PABUK,NI,2018,2019-01-05 21:00:00+00:00,2019-01-05 21:00:00,10.5431,95.8848,27.0,1005.0,1007.2182,28.804955,-3.16713,10.520026,10.994634
2018365N08115,PABUK,NI,2018,2019-01-06 00:00:00+00:00,2019-01-06 00:00:00,10.7,95.3,25.0,1006.0,1009.2892,28.824478,-6.4647985,8.074611,10.351842
2018365N08115,PABUK,NI,2018,2019-01-06 03:00:00+00:00,2019-01-06 03:00:00,10.8479,94.3835,25.0,1006.0,1011.1303,28.736567,-6.4466734,7.1129794,9.613045
2018365N08115,PABUK,NI,2018,2019-01-06 06:00:00+00:00,2019-01-06 06:00:00,11.0,93.5667,25.0,1007.0,1009.723,28.694698,-5.3308315,6.0838556,8.089678
2018365N08115,PABUK,NI,2018,2019-01-06 09:00:00+00:00,2019-01-06 09:00:00,11.1202,92.9349,22.0,1008.0,1007.461,28.632915,-5.755004,5.726042,8.135679
2018365N08115,PABUK,NI,2018,2019-01-06 12:00:00+00:00,2019-01-06 12:00:00,11.2667,92.4333,20.0,1009.0,1008.6821,28.40863,-6.028846,5.482934,8.165576
2018365N08115,PABUK,NI,2018,2019-01-06 15:00:00+00:00,2019-01-06 15:00:00,11.4773,92.0224,20.0,1009.0,1010.08014,28.190525,-6.4439945,6.685873,9.287855
2018365N08115,PABUK,NI,2018,2019-01-06 18:00:00+00:00,2019-01-06 18:00:00,11.7333,91.6667,20.0,1009.0,1009.86115,28.122972,-5.8117704,8.884758,10.618863
2018365N08115,PABUK,NI,2018,2019-01-06 21:00:00+00:00,2019-01-06 21:00:00,12.0363,91.2353,20.0,1009.0,1008.64795,28.101591,-5.005322,7.785866,9.261259
2018365N08115,PABUK,NI,2018,2019-01-07 00:00:00+00:00,2019-01-07 00:00:00,12.33,91.01,20.0,1009.0,1008.67566,27.961565,-4.365969,7.473483,8.668181
2018365N08115,PABUK,NI,2018,2019-01-07 03:00:00+00:00,2019-01-07 03:00:00,12.5337,91.0793,20.0,1009.0,1011.4199,27.959291,-3.0403886,7.5231543,8.11926
2018365N08115,PABUK,NI,2018,2019-01-07 06:00:00+00:00,2019-01-07 06:00:00,12.6333,91.3833,20.0,1009.0,1010.5541,27.930264,-2.2969785,8.636855,8.940541
2019001S10162,MONA,SP,2019,2019-01-01 00:00:00+00:00,2019-01-01 00:00:00,-9.6,164.4,20.0,1005.0,1001.3827,29.469185,0.589917,1.548841,3.9098082
2019001S10162,MONA,SP,2019,2019-01-01 03:00:00+00:00,2019-01-01 03:00:00,-9.09986,165.66,22.0,1004.0,998.4818,29.283947,5.0692987,3.8814855,7.404438
2019001S10162,MONA,SP,2019,2019-01-01 06:00:00+00:00,2019-01-01 06:00:00,-8.6,166.8,25.0,1004.0,998.0504,29.800709,10.4046335,0.3412976,10.536896
2019001S10162,MONA,SP,2019,2019-01-01 09:00:00+00:00,2019-01-01 09:00:00,-8.28419,167.707,25.0,1004.0,999.7265,29.928211,16.913439,2.0910456,17.053122
2019001S10162,MONA,SP,2019,2019-01-01 12:00:00+00:00,2019-01-01 12:00:00,-8.0,168.6,25.0,1004.0,1000.808,30.022272,4.5207977,3.8508515,5.9830656
2019001S10162,MONA,SP,2019,2019-01-01 15:00:00+00:00,2019-01-01 15:00:00,-7.56997,169.713,25.0,1004.0,999.57983,30.154615,11.523445,0.31363353,11.557308
2019001S10162,MONA,SP,2019,2019-01-01 18:00:00+00:00,2019-01-01 18:00:00,-7.2,170.9,25.0,1004.0,1002.59595,30.21403,17.260239,-2.9524794,17.542593
2019001S10162,MONA,SP,2019,2019-01-01 21:00:00+00:00,2019-01-01 21:00:00,-6.96479,172.058,27.0,1002.0,1004.21497,30.265892,15.554345,-5.8945217,16.636297
2019001S10162,MONA,SP,2019,2019-01-02 00:00:00+00:00,2019-01-02 00:00:00,-7.0,173.2,30.0,1000.0,1002.85425,30.240826,17.458643,-5.015204,18.17485
2019001S10162,MONA,SP,2019,2019-01-02 03:00:00+00:00,2019-01-02 03:00:00,-7.39495,174.345,32.0,999.0,999.26227,30.336878,15.298138,1.5104029,15.440655
2019001S10162,MONA,SP,2019,2019-01-02 06:00:00+00:00,2019-01-02 06:00:00,-8.0,175.4,35.0,999.0,1000.9946,30.26192,11.385755,4.54877,12.272175
2019001S10162,MONA,SP,2019,2019-01-02 09:00:00+00:00,2019-01-02 09:00:00,-8.56991,176.355,35.0,999.0,1002.718,30.340185,8.269627,1.5345111,8.428186
2019001S10162,MONA,SP,2019,2019-01-02 12:00:00+00:00,2019-01-02 12:00:00,-9.2,177.1,35.0,999.0,1002.14935,30.000866,3.172758,-4.027511,5.242544
2019001S10162,MONA,SP,2019,2019-01-02 15:00:00+00:00,2019-01-02 15:00:00,-9.92971,177.613,35.0,998.0,1000.3286,30.151518,-0.33841488,-6.088633,6.196997
2019001S10162,MONA,SP,2019,2019-01-02 18:00:00+00:00,2019-01-02 18:00:00,-10.58,177.78,35.0,997.0,1000.5689,30.114319,-0.41021913,-4.1421895,4.188002
2019001S10162,MONA,SP,2019,2019-01-02 21:00:00+00:00,2019-01-02 21:00:00,-11.015,177.909,35.0,997.0,1002.12134,29.993769,-3.7468843,-4.2937074,5.7213545
2019001S10162,MONA,SP,2019,2019-01-03 00:00:00+00:00,2019-01-03 00:00:00,-11.4429,178.014,35.0,997.0,1001.4821,29.639124,-0.47450802,-10.120237,10.158466
2019001S10162,MONA,SP,2019,2019-01-03 03:00:00+00:00,2019-01-03 03:00:00,-11.9637,178.145,37.0,995.0,999.35486,29.64892,1.5943063,-8.993375,9.137215
2019001S10162,MONA,SP,2019,2019-01-03 06:00:00+00:00,2019-01-03 06:00:00,-12.5,178.2,40.0,993.0,1000.41034,29.432331,-2.250293,-8.462766,8.756939
2019001S10162,MONA,SP,2019,2019-01-03 09:00:00+00:00,2019-01-03 09:00:00,-13.0362,178.153,42.0,992.0,1001.6065,29.35039,-2.873606,-6.8873453,7.4896555
2019001S10162,MONA,SP,2019,2019-01-03 12:00:00+00:00,2019-01-03 12:00:00,-13.55,178.0,45.0,992.0,1000.7281,29.221197,2.1684144,-6.8033724,7.157522
2019001S10162,MONA,SP,2019,2019-01-03 15:00:00+00:00,2019-01-03 15:00:00,-14.0563,177.754,47.0,990.0,998.8187,29.093338,2.6887727,-7.7926826,8.244711
2019001S10162,MONA,SP,2019,2019-01-03 18:00:00+00:00,2019-01-03 18:00:00,-14.45,177.5,50.0,989.0,1000.28125,28.928814,1.4324615,-8.130163,8.263975
2019001S10162,MONA,SP,2019,2019-01-03 21:00:00+00:00,2019-01-03 21:00:00,-14.6861,177.401,47.0,990.0,1000.9926,28.85375,-0.59153265,-8.406954,8.439043
2019001S10162,MONA,SP,2019,2019-01-04 00:00:00+00:00,2019-01-04 00:00:00,-14.75,177.25,45.0,991.0,1000.9406,29.155182,-4.9257507,-6.6475983,8.273668
2019001S10162,MONA,SP,2019,2019-01-04 03:00:00+00:00,2019-01-04 03:00:00,-14.6852,176.847,42.0,992.0,998.32434,29.066896,-4.4150076,-6.676239,8.058713
2019001S10162,MONA,SP,2019,2019-01-04 06:00:00+00:00,2019-01-04 06:00:00,-14.5,176.4,40.0,993.0,998.227,29.040533,-1.3032959,-3.1237762,3.4391418
2019001S10162,MONA,SP,2019,2019-01-04 09:00:00+00:00,2019-01-04 09:00:00,-14.2755,176.069,37.0,994.0,999.8802,29.052998,2.863059,1.2901754,3.5326273
2019001S10162,MONA,SP,2019,2019-01-04 12:00:00+00:00,2019-01-04 12:00:00,-14.0,175.85,35.0,996.0,999.12714,29.154596,3.9650695,3.8226013,5.557028
2019001S10162,MONA,SP,2019,2019-01-04 15:00:00+00:00,2019-01-04 15:00:00,-13.7062,175.73,30.0,997.0,997.75336,29.224209,6.2908487,2.7605464,6.889329
2019001S10162,MONA,SP,2019,2019-01-04 18:00:00+00:00,2019-01-04 18:00:00,-13.6,175.9,30.0,998.0,998.75146,29.1994,6.7991395,0.3210498,6.955602
2019001S10162,MONA,SP,2019,2019-01-04 21:00:00+00:00,2019-01-04 21:00:00,-13.571,176.114,30.0,998.0,999.1335,29.173113,5.1474442,0.95686054,5.341972
2019001S10162,MONA,SP,2019,2019-01-05 00:00:00+00:00,2019-01-05 00:00:00,-13.6,176.35,30.0,998.0,998.5997,28.839762,-2.5297523,0.2929242,2.9419174
2019001S10162,MONA,SP,2019,2019-01-05 03:00:00+00:00,2019-01-05 03:00:00,-13.6388,176.575,30.0,998.0,997.1368,28.89212,-1.6740636,0.45733973,2.8613994
2019001S10162,MONA,SP,2019,2019-01-05 06:00:00+00:00,2019-01-05 06:00:00,-13.7,176.8,30.0,998.0,997.5886,28.955465,-2.6318371,3.6351929,4.7453628
2019001S10162,MONA,SP,2019,2019-01-05 09:00:00+00:00,2019-01-05 09:00:00,-13.7637,177.006,30.0,998.0,999.2378,29.005686,-4.085762,5.2855463,6.6878915
2019001S10162,MONA,SP,2019,2019-01-05 12:00:00+00:00,2019-01-05 12:00:00,-13.85,177.25,30.0,999.0,999.1443,29.037653,-5.251288,7.1215577,8.86785
2019001S10162,MONA,SP,2019,2019-01-05 15:00:00+00:00,2019-01-05 15:00:00,-13.9448,177.536,32.0,998.0,997.23145,29.033478,-2.6207008,6.4189816,6.9637766
2019001S10162,MONA,SP,2019,2019-01-05 18:00:00+00:00,2019-01-05 18:00:00,-14.1,177.95,35.0,998.0,998.78723,29.04734,1.9436603,4.7606664,5.293516
2019001S10162,MONA,SP,2019,2019-01-05 21:00:00+00:00,2019-01-05 21:00:00,-14.3488,178.544,37.0,997.0,998.7261,29.15651,4.2949586,5.859729,7.385497
2019001S10162,MONA,SP,2019,2019-01-06 00:00:00+00:00,2019-01-06 00:00:00,-14.65,179.25,40.0,996.0,998.8174,28.973541,-2.0115173,-0.95578,2.7871299
